"piler_party","party_id","party_code","party_name","Country"
"MPR",6085,"MPR","Patriotic Movement for Renewal","Mali"
"MPR    (Mouvemùent patriotique pour le renouveau) / Choguel Kokala Maïga",6085,"MPR","Patriotic Movement for Renewal","Mali"
"MPR  / Choguel Kokala Maïga",6085,"MPR","Patriotic Movement for Renewal","Mali"
"MPR (Mouvement patriotique pour le renouveau) / Choguel Kokala Maïga",6085,"MPR","Patriotic Movement for Renewal","Mali"
"Mouvement citoyen / ATT",8934,"MC","Citizen Movement","Mali"
"Mouvement citoyen/ATT",8934,"MC","Citizen Movement","Mali"
"PAMAT",,,,"Mali"
"PARENA",6084,"PARENA","Party for National Rebirth","Mali"
"PARENA (Parti pour la renaissance nationale) / Tiébilé Dramé",6084,"PARENA","Party for National Rebirth","Mali"
"PARENA (Parti pour la rennaissance nationale) / Tiébilé Dramé",6084,"PARENA","Party for National Rebirth","Mali"
"PARENA / Tiébilé Dramé",6084,"PARENA","Party for National Rebirth","Mali"
"PARTI DES MILITAIRES",,,,"Mali"
"PDES",,,,"Mali"
"PDES    (Parti pour le développement économique et la solidarité) ATT / Ahmed Diane Séméga",,,,"Mali"
"PDES (Parti pour le développement économique et la solidarité) / ATT",,,,"Mali"
"PDES / ATT",,,,"Mali"
"PDP",8028,"PDP","Party for Democracy and Progress","Mali"
"PDR",,,,"Mali"
"PIDS",,,,"Mali"
"PMDR",,,,"Mali"
"PSP",6448,"PSP/PRS","Sudanese Progressive Party / Sudanese Regroupment Party","Mali"
"PSP    (Parti pour la solidarité et le progrès) Oumar Hamadoun Dicko",6448,"PSP/PRS","Sudanese Progressive Party / Sudanese Regroupment Party","Mali"
"PSP (Parti progressiste soudanais) / Amadoun Dicko",6448,"PSP/PRS","Sudanese Progressive Party / Sudanese Regroupment Party","Mali"
"PUDP",,,,"Mali"
"Parti Ecologiste pour l'Integration PEI",,,,"Mali"
"Parti Malien pour le Developement et le Renouveau PMDR",,,,"Mali"
"Parti pour l'Unite, la Democratie et le Progres PUDP",,,,"Mali"
"Parti pour la Democratie et le Progres PDP",8028,"PDP","Party for Democracy and Progress","Mali"
"RDP",,,,"Mali"
"RDT",,,,"Mali"
"RND",,,,"Mali"
"RPDM",,,,"Mali"
"RPDM (Rassemblement pour le développement du Mali) / Cheick Modibo Diarra",,,,"Mali"
"RPM",2319,"RPM","Rally for Mali","Mali"
"RPM   (Rassemblement pour le Mali) / IBK ou Ibrahim Boubacar Kéïta",2319,"RPM","Rally for Mali","Mali"
"RPM (Rassemblement pour le Mali) / Ibrahim Boubacar Kéïta ou IBK",2319,"RPM","Rally for Mali","Mali"
"RPM / Ibrahim Boubacar Kéïta ou IBK",2319,"RPM","Rally for Mali","Mali"
"RPM/IBK",2319,"RPM","Rally for Mali","Mali"
"Rassemblement Malien pour le Changement RMC",,,,"Mali"
"Rassemblement National pour la Democratie RND",,,,"Mali"
"RpDM (Rassemblement pour le développement du Mali) / Cheick Modibo Diarra",,,,"Mali"
"SADI",,,,"Mali"
"SADI   (Solidarité africaine pour la démocratie et l'indépendance) Dr. Oumar Mariko / Cheick Oumar Sissoko",,,,"Mali"
"SADI (Solidarité africaine pour la démocratie et l'indépendance) / Oumar Mariko / Cheick Oumar Sissoko",,,,"Mali"
"SADI / Oumar Mariko / Cheick Oumar Sissoko",,,,"Mali"
"UDD",8938,"UDD","Union for Democracy and Development","Mali"
"UDD    (Union pour la démocratie et le développement) Moussa Balla Coulibaly / Tiéman Coulibaly",8938,"UDD","Union for Democracy and Development","Mali"
"UDD (Union pour la démocratie et le développement) / Tiéman Hubert Coulibaly",8938,"UDD","Union for Democracy and Development","Mali"
"UDD / Tiéman Hubert Coulibaly",8938,"UDD","Union for Democracy and Development","Mali"
"UFDP",,,,"Mali"
"UM-RDA",,,,"Mali"
"UM-RDA (Union malienne du Rassemblement démocratique africain) / Badara Aliou Macalou",,,,"Mali"
"UM-RDA (Union malienne du rassemeblement démocratique africain) Dr. Badara Aliou Macalou",,,,"Mali"
"UM-RDA (Union malienne dy Rassemblement démocratique africain) / Badara Aliou Macalou",,,,"Mali"
"UM-RDA / Badara Aliou Macalou",,,,"Mali"
"UN CANDIDAT INDÉPENDANT",,,,"Mali"
"URD",2476,"URD","Union for the Republic and Democracy","Mali"
"URD        (Union pour la République et la démocratie) Soumaïla Cissé / Younoussi Touré",2476,"URD","Union for the Republic and Democracy","Mali"
"URD (Union pour la République et la démocratie) / Soumaïla Cissé",2476,"URD","Union for the Republic and Democracy","Mali"
"URD / Soumaïla Cissé",2476,"URD","Union for the Republic and Democracy","Mali"
"US-RDA",2475,"US — RDA","Sudanese Union — African Democratic Rally","Mali"
"US/ RDA",2475,"US — RDA","Sudanese Union — African Democratic Rally","Mali"
"US/RDA",2475,"US — RDA","Sudanese Union — African Democratic Rally","Mali"
"Union des Forces Democratiques UFD",,,,"Mali"
"YELEMA",8439,"Y","Change","Mali"
"YELEMA (Le changement) / Moussa Mara",8439,"Y","Change","Mali"
"YELEMA / Moussa Mara",8439,"Y","Change","Mali"
"Alternattiva Demokratika",62,"AD","Democratic Alternative","Malta"
"Azzjoni Nazzjonali",,,,"Malta"
"Forza Malta",,,,"Malta"
"Imperium Europa",515,"IE","Imperium Europa","Malta"
"Malta Labour Party",808,"MLP","Malta Labour Party","Malta"
"Malta Labour Party (MLP)",808,"MLP","Malta Labour Party","Malta"
"Malta Labour party",808,"MLP","Malta Labour Party","Malta"
"Nationalist Party",699,"PN","Nationalist Party","Malta"
"Partit Nazzjonalista",699,"PN","Nationalist Party","Malta"
"Partit Nazzjonalista (PN)",699,"PN","Nationalist Party","Malta"
"Alliance pour la Justice et la Démocratie / Mouvement pour la Rénovation (AJD/MR)",,,,"Mauritania"
"L'Alliance Populaire Progressiste (APP)",5693,"APP","People's Progressive Alliance","Mauritania"
"Parti ESSAWAB",,,,"Mauritania"
"Parti El Karama",,,,"Mauritania"
"Parti El-Hirak Echebabi",,,,"Mauritania"
"Parti El-Islah",,,,"Mauritania"
"Parti El-Moustakbal",,,,"Mauritania"
"Parti El-Vadila",,,,"Mauritania"
"Parti Erravah",,,,"Mauritania"
"Parti Erribat",,,,"Mauritania"
"Parti HATTEM",,,,"Mauritania"
"Rassemblement National pour la Réforme et le Développement (TAWASSOUL)",5896,"RNRD","National Rally for Reform and Development","Mauritania"
"Rassemblement des Forces Démocratiques (RFD)",5199,"RFD","Rally of Democratic Forces / Assembly of Democratic Forces","Mauritania"
"Union de Forces de Progrès (UFP)",6071,"UFP","Union of the Forces of Progress","Mauritania"
"Union pour la Démocratie et le Progrès (UDP)",8029,"UDP","Union for Democracy and Progress","Mauritania"
"Union pour la République (UPR) récemment renommé « El-Insaf »",5819,"UPR","Union for the Republic","Mauritania"
"FPR",,,,"Mauritius"
"FSM",5415,"H/FSM","Party of God / Mauritian Solidarity Front","Mauritius"
"Front Patriotique Rodriguais (FPR)",,,,"Mauritius"
"Front Patriotique Rodriguais Ecologique (FPRE)",,,,"Mauritius"
"Front Solidarité Mauricien (FSM)",5415,"H/FSM","Party of God / Mauritian Solidarity Front","Mauritius"
"MMM",2460,"MMM","Mauritian Militant Movement","Mauritius"
"MR",2464,"MR","Rodrigues Movement","Mauritius"
"MSM",3798,"MSM","Militiant Socialist Movement","Mauritius"
"Mauritian Labour Party",2320,"PTR","Labour Party","Mauritius"
"Mauritian Militant Movement (MMM)",2460,"MMM","Mauritian Militant Movement","Mauritius"
"Mauritian Social Democratic Party (PMSD)",3800,"PMSD","Mauritian Social Democrat Party","Mauritius"
"Mauritian Socialist Movement (MSM)",3798,"MSM","Militiant Socialist Movement","Mauritius"
"Mauritian Solidarity Front (FSM)",5415,"H/FSM","Party of God / Mauritian Solidarity Front","Mauritius"
"Mauritius Labour Party",2320,"PTR","Labour Party","Mauritius"
"Mouvement Liberateur (ML)",,,,"Mauritius"
"Mouvement Millitant Mauricien (MMM)",2460,"MMM","Mauritian Militant Movement","Mauritius"
"Mouvement Patriotique (MP)",,,,"Mauritius"
"Mouvement Rodriguais (MR)",2464,"MR","Rodrigues Movement","Mauritius"
"Mouvement Socialiste Mauricien (MSM)",3798,"MSM","Militiant Socialist Movement","Mauritius"
"National Union (UN)",,,,"Mauritius"
"OPR",2463,"OPR","Organisation of the People of Rodrigues","Mauritius"
"Organisation du Peuple Rodriguais (OPR)",2463,"OPR","Organisation of the People of Rodrigues","Mauritius"
"PMSD",3800,"PMSD","Mauritian Social Democrat Party","Mauritius"
"Parti Mauricien Social Democrate (PMSD)",3800,"PMSD","Mauritian Social Democrat Party","Mauritius"
"Parti Travailliste",2320,"PTR","Labour Party","Mauritius"
"Reform Party",,,,"Mauritius"
"Rezistans ek Alternativ",,,,"Mauritius"
"Rodrigues Movement (MR)",2464,"MR","Rodrigues Movement","Mauritius"
"Rodrigues People's Organization (OPR)",2463,"OPR","Organisation of the People of Rodrigues","Mauritius"
"UPR",,,,"Mauritius"
"Alternativa Socialdemocrata Campesina",810,"PSD","Social Democratic Party / Social Democratic and Peasant Alternative Party / Social Democratic Alternative Party","Mexico"
"Authentic Party of the Mexican Revolution",1989,"PARM","Authentic Party of the Mexican Revolution","Mexico"
"CD",,,,"Mexico"
"Cardenist Front of National Reconstuction (PFCRN)",1984,"PFCRN","Party of the Cardenist Front of National Reconstruction","Mexico"
"Cardenista Party",1984,"PFCRN","Party of the Cardenist Front of National Reconstruction","Mexico"
"Citizen Movement",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Citizen Movement - MC",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Citizen Movement Party - Movimiento Ciudadano (MC)",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Citizen's Force",,,,"Mexico"
"Citizen`s Movement",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Citizens' Movement",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Convergence",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Convergence - CS",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Convergence / Citizens' Movement",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Convergencia",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Democratic Center Party",,,,"Mexico"
"Democratic Revolution Party",216,"PRD","Party of the Democratic Revolution","Mexico"
"Democratic Revolution Party - PRD",216,"PRD","Party of the Democratic Revolution","Mexico"
"Democratic Revolution Party - Partido de la Revolucion Democratica (PRD)",216,"PRD","Party of the Democratic Revolution","Mexico"
"Ecological Green Party of Mexico",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Ecologist Green Party of Mexico",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Environmentalist Green Party - PVEM",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Environmentalist Green Party - Partido Verde Ecologista de Mexico (PVEM)",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Force for Mexico - Fuerza por Mexico (FXM)",,,,"Mexico"
"Humanist Party",7007,"PH","Humanist Party","Mexico"
"Institutional Revolutionary Party",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"Institutional Revolutionary Party - PRI",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"Institutional Revolutionary Party - Partido Revolucionario Institucional (PRI)",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"Labor Party",1241,"PT","Labor Party","Mexico"
"Labour Party - PT",1241,"PT","Labor Party","Mexico"
"Labour Party - Partido del Trabajo (PT)",1241,"PT","Labor Party","Mexico"
"MORENA - Movimiento de Regeneracion Nacional (National Regeneration Movement)",6110,"MORENA","National Regeneration Movement","Mexico"
"MX: Alternativa Socialdemócrata (antes Alternativa Socialdem",810,"PSD","Social Democratic Party / Social Democratic and Peasant Alternative Party / Social Democratic Alternative Party","Mexico"
"MX: Convergencia",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"MX: Fuerza por México (FxM)",,,,"Mexico"
"MX: Independiente",,,,"Mexico"
"MX: Movimiento Regeneracion Nacional (MORENA)",6110,"MORENA","National Regeneration Movement","Mexico"
"MX: Movimiento Regeneración Nacional (MORENA)",6110,"MORENA","National Regeneration Movement","Mexico"
"MX: Movimiento ciudadano (MC)",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"MX: Partido Accion Nacional (PAN)",696,"PAN","National Action Party","Mexico"
"MX: Partido Acción Nacional (PAN)",696,"PAN","National Action Party","Mexico"
"MX: Partido Encuentro Social (PES)",6113,"PES","Social Encounter Party","Mexico"
"MX: Partido Nueva Alianza (PANAL)",1345,"PNA","New Alliance Party","Mexico"
"MX: Partido Popular Socialista (PPS)",1985,"PPS","Popular Socialist Party","Mexico"
"MX: Partido Revolucionario Institucional (PRI)",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"MX: Partido Verde Ecologista de Mexico (PVEM)",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"MX: Partido Verde Ecologista de México (PVEM)",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"MX: Partido de Centro Democrático (PCD)",,,,"Mexico"
"MX: Partido de la Revolucion Democratica (PRD)",216,"PRD","Party of the Democratic Revolution","Mexico"
"MX: Partido de la Revolución Democrática (PRD)",216,"PRD","Party of the Democratic Revolution","Mexico"
"MX: Partido del Frente Cardenista de Reconstrucción Nacional",1984,"PFCRN","Party of the Cardenist Front of National Reconstruction","Mexico"
"MX: Partido del Trabajo (PT)",1241,"PT","Labor Party","Mexico"
"Mexican Democratic Party",4050,"PDM","Mexican Democratic Party","Mexico"
"Mexican Liberal Party",8603,"PL","Liberal Party","Mexico"
"Movimiento Ciudadano",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Movimiento Ciudadano (Citizens' Movement)",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Movimiento Ciudadano (Citizens' Movement)",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Movimiento Ciudadano (Citizens' Movement)",1331,"C/MC","Convergence / Citizens' Movement","Mexico"
"Movimiento de Regeneracion Nacional",6110,"MORENA","National Regeneration Movement","Mexico"
"Movimiento de Regeneracion Nacional (National Regeneration Movement)",6110,"MORENA","National Regeneration Movement","Mexico"
"National Action Party",696,"PAN","National Action Party","Mexico"
"National Action Party - PAN",696,"PAN","National Action Party","Mexico"
"National Action Party - Partido Accion Nacional (PAN)",696,"PAN","National Action Party","Mexico"
"National Regeneration Movement",6110,"MORENA","National Regeneration Movement","Mexico"
"National Regeneration Movement - MORENA",6110,"MORENA","National Regeneration Movement","Mexico"
"National Regeneration Movement Party - Movimiento de Regeneracion Nacional (MORENA)",6110,"MORENA","National Regeneration Movement","Mexico"
"National Regenration Movement",6110,"MORENA","National Regeneration Movement","Mexico"
"New Alliance Party",1345,"PNA","New Alliance Party","Mexico"
"New Alliance Party - PANAL",1345,"PNA","New Alliance Party","Mexico"
"Nueva Alianza",1345,"PNA","New Alliance Party","Mexico"
"Nueva Alianza (New Alliance)",1345,"PNA","New Alliance Party","Mexico"
"PAN",696,"PAN","National Action Party","Mexico"
"PAN (Partido Acción Nacional)",696,"PAN","National Action Party","Mexico"
"PAN - Partido Accion Nacional (National Action Party)",696,"PAN","National Action Party","Mexico"
"PAN -National Action Party",696,"PAN","National Action Party","Mexico"
"PAN-PVEM Allianza pro el cambio",,,,"Mexico"
"PANAL",1345,"PNA","New Alliance Party","Mexico"
"PARM - Authentic Party of the Mexican Revolution",1989,"PARM","Authentic Party of the Mexican Revolution","Mexico"
"PASC",,,,"Mexico"
"PES - Partido Encuentro Social (Social Encounter Party)",6113,"PES","Social Encounter Party","Mexico"
"PRD",216,"PRD","Party of the Democratic Revolution","Mexico"
"PRD (Partido de la Revolución Democrática)",216,"PRD","Party of the Democratic Revolution","Mexico"
"PRD - Democratic Revolutionary Party",216,"PRD","Party of the Democratic Revolution","Mexico"
"PRD - Partido de la Revolucion Democratica (Party of the Democratic Revolution)",216,"PRD","Party of the Democratic Revolution","Mexico"
"PRD-PT-CD-PAS-PSN",,,,"Mexico"
"PRI",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"PRI (Partido Revolucionario Institucional)",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"PRI - Institutional Revolutionary Party",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"PRI - Partido Revolucionario Institucional (Institutional Revolution Party)",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"PT",1241,"PT","Labor Party","Mexico"
"PT (Partido del Trabajo)",1241,"PT","Labor Party","Mexico"
"PT - Partido del Trabajo (Labor Party)",1241,"PT","Labor Party","Mexico"
"PVEM",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"PVEM (Partido Verde Ecologista de México)",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Partido Accion Nacional (National Action Party)",696,"PAN","National Action Party","Mexico"
"Partido Encuentro Social (Social Encounter Party)",6113,"PES","Social Encounter Party","Mexico"
"Partido Revolucionario Institucional (Institutional Revolution Party)",1474,"PRI","National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party","Mexico"
"Partido Verde Ecologista de Mexico",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Partido Verde Ecologista de Mexico (Ecologist Green Party of Mexico)",446,"PVEM","Ecologist Green Party of Mexico","Mexico"
"Partido de la Revolucion Democratica",216,"PRD","Party of the Democratic Revolution","Mexico"
"Partido de la Revolucion Democratica (Party of the Democratic Revolution)",216,"PRD","Party of the Democratic Revolution","Mexico"
"Partido del Trabajo (Labor Party)",1241,"PT","Labor Party","Mexico"
