"piler_party","party_id","party_code","party_name","Country","X5"
"The Progressives",6357,"P","The Progressive  ","Latvia",
"SKG Alliance",,,"  ","Latvia",
"Action Party",,,"  ","Latvia",
"Concord Centre",1056,"SC","Harmony Centre  ","Latvia",
"The People's Party",1755,"TP","People's Party  ","Latvia",
"For Fatherland and Freedom/ LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"For Human Rights in a United Latvia",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Greens and Farmers Union",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Latvia's First party/Latvia's Way",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Zaļo un Zemnieku savienība",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Nacionālā apvienība 'Visu Latvijai!' - 'Tēvzemei un Brīvībai/LNNK'",7619,,"National Alliance  ","Latvia",
"Sociāldemokrātiskā partija 'Saskaņa'",5976,"SDPS","Social Democratic Party ""Harmony""  ","Latvia",
"Jaunā Vienotība",9089,"JV","New Unity  ","Latvia",
"Politiskā partija KPV LV",6356,"KPVLV—PCL","Who owns the state? — For a Humane Latvia  ","Latvia",
"Jaunā konservatīvā partija",6355,"JKP","New Conservative Party  ","Latvia",
"Attīstībai/Par!",8393,"AP!","Development/For!  ","Latvia",
"Latvijas Reģionu Apvienība",3194,"LRa","Latvian Association of Regions  ","Latvia",
"Latvijas Krievu savienība",5657,"LKS/RSL","Latvian Russian Union  ","Latvia",
"Progresīvie",6357,"P","The Progressive  ","Latvia",
"Latviešu Nacionālisti",,,"  ","Latvia",
"No sirds Latvijai",3193,"NsL","For Latvia from the Heart  ","Latvia",
"LSDSP/KDS/GKL",,,"  ","Latvia",
"Latvia`s Way",1043,"LC","Latvian Way  ","Latvia",
"Party of National Agreement",,,"  ","Latvia",
"The New Party",1632,"JP","New Party  ","Latvia",
"Latvian Farmers` Union",1702,"LZS","Latvian Farmers' Union  ","Latvia",
"Democratic Party `Saimnieks`",19,"DPS","Democratic Party ""Saimnieks""  ","Latvia",
"People Movement for Latvia",,,"  ","Latvia",
"People`s Party",1755,"TP","People's Party  ","Latvia",
"Alliance of Social Democrats of Latvia",,,"  ","Latvia",
"For Fatherland and Freedom/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"The People's Party (Tautas partija)",1755,"TP","People's Party  ","Latvia",
"Union of the Green and Farmers (Zalo un Zemnieku savieniba)",701,"ZZS","Green and Farmers' Union  ","Latvia",
"The New Era (Jaunais laiks)",1531,"JL","New Era  ","Latvia",
"Concord Centre (Saskanas Centrs)",1056,"SC","Harmony Centre  ","Latvia",
"Latvia first party and party Latvian way electoral union",,,"  ","Latvia",
"Union 'For human rights in united Latvia'",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Latvian Socialdemocratic Worker Party",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Political Patriotic Union 'Motherland'",897,"D","Motherland  ","Latvia",
"Party 'All For Latvia' ('Visu Latvijai!')",506,"VL","All For Latvia!  ","Latvia",
"New Democrats ('Jaunie Demokrati')",1000,"JD","New Democrats  ","Latvia",
"Society for Political Change",,,"  ","Latvia",
"Democratic patriotic association",,,"  ","Latvia",
"Harmony",5976,"SDPS","Social Democratic Party ""Harmony""  ","Latvia",
"KPV LV",6356,"KPVLV—PCL","Who owns the state? — For a Humane Latvia  ","Latvia",
"Russian Union",5657,"LKS/RSL","Latvian Russian Union  ","Latvia",
"Christian Democratic Union",304,"KDS","Christian Democratic Union  ","Latvia",
"Labor a Justice",,,"  ","Latvia",
"Latv Farmers Union",1702,"LZS","Latvian Farmers' Union  ","Latvia",
"Latv National Conservatives",,,"  ","Latvia",
"Latv National Democratic P",,,"  ","Latvia",
"Latvian Liberal Party",,,"  ","Latvia",
"Latvian Popular Front",1315,"LTF","Popular Front of Latvia  ","Latvia",
"Latvian Socialist P",588,"LSP","Socialist Party of Latvia  ","Latvia",
"Latvian Unity Party",373,"LVP","Latvian Unity Party  ","Latvia",
"Latvias Way",1043,"LC","Latvian Way  ","Latvia",
"National Harmony Party",1719,"TSP","National Harmony Party  ","Latvia",
"Party of Russian Cit",75,"LKPP","Latvia’s Party of Russian Citizens  ","Latvia",
"Peoples Movement f",,,"  ","Latvia",
"Polit Assoc of the U",,,"  ","Latvia",
"Political Union of E",871,"TPA","Political Union of Economists  ","Latvia",
"Prty Our Land",,,"  ","Latvia",
"The Democrats Party",,,"  ","Latvia",
"Union f Latv Far",,,"  ","Latvia",
"Union for Fatherland",671,"TB","For Fatherland and Freedom  ","Latvia",
"The Association of Labor Party",,,"  ","Latvia",
"The Association of Latvia Social Democrats",,,"  ","Latvia",
"The Conservative Party",944,"K","Conservative Party  ","Latvia",
"The Democratic Party Saimieks",19,"DPS","Democratic Party ""Saimnieks""  ","Latvia",
"The Democratss Party",,,"  ","Latvia",
"The Latvian Farmers Union",1702,"LZS","Latvian Farmers' Union  ","Latvia",
"The Latvian National Democratic Party",,,"  ","Latvia",
"The Latvian Unity Party",373,"LVP","Latvian Unity Party  ","Latvia",
"The National Harmony Party",1719,"TSP","National Harmony Party  ","Latvia",
"The Peoples Movement ""For Latvia""",,,"  ","Latvia",
"The Peoples Party",1755,"TP","People's Party  ","Latvia",
"The Peoples Union ""Freedom""",,,"  ","Latvia",
"The Political Organization ""Helsinki 86""",,,"  ","Latvia",
"The Social Democratic womens organization",,,"  ","Latvia",
"The Union For Tatherland and Freedom",671,"TB","For Fatherland and Freedom  ","Latvia",
"The Union Latvias way",1043,"LC","Latvian Way  ","Latvia",
"New Democrats",1000,"JD","New Democrats  ","Latvia",
"Before el-s in 2002: ""For Human Rights in United Latvia""",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Founded before elections in 2002: ""New Era""",1531,"JL","New Era  ","Latvia",
"Founded before elections in 2002: Light of Latgale",404,"LG","Light of Latgale  ","Latvia",
"The Association of Labor Party, Union of Christ.Democrats",,,"  ","Latvia",
"The Association of Latvian Social Democrats",,,"  ","Latvia",
"The Latvian Farmer´s Union",1702,"LZS","Latvian Farmers' Union  ","Latvia",
"The People´s Party",1755,"TP","People's Party  ","Latvia",
"The Union ""For Fatherland and Freedom""/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"The Union ""Latvia´s Way""",1043,"LC","Latvian Way  ","Latvia",
"Jaunais laiks",1531,"JL","New Era  ","Latvia",
"Union - Latvia's Way",1043,"LC","Latvian Way  ","Latvia",
"The political organisation ""For Human Rights in United Latvia""",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Latvian Social Democratic Workers' Party (LSDSP)",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Political organisation ""Green and Farmer Union""",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Social Democratic Union (SDS)",,,"  ","Latvia",
"Latvia's First Party",1778,"LPP","Latvia's First Party  ","Latvia",
"Alliance ""Tçvzemei un Brîvîbai""/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Latgales Gaisma",404,"LG","Light of Latgale  ","Latvia",
"Social-democratic Welfare Party",680,"SDLP","Social Democratic Welfare Party  ","Latvia",
"LNNK Alliance",708,"LNNK/LNKK","Latvian National Independence Movement / National Conservative Party  ","Latvia",
"Latvian Social Democratic Workers",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Union Latvias Way",1043,"LC","Latvian Way  ","Latvia",
"Pol Org f Human rights i United Latvia",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Jaunais Laiks",1531,"JL","New Era  ","Latvia",
"Green and Farmer Union",701,"ZZS","Green and Farmers' Union  ","Latvia",
"People Harmony Party",1719,"TSP","National Harmony Party  ","Latvia",
"Peoples Party",1755,"TP","People's Party  ","Latvia",
"Latvias First Party",1778,"LPP","Latvia's First Party  ","Latvia",
"Social Democratic Welfare Party",680,"SDLP","Social Democratic Welfare Party  ","Latvia",
"Russian Party",75,"LKPP","Latvia’s Party of Russian Citizens  ","Latvia",
"Alliance 'Tzemei un Brai'/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Latvian Social Democratic Workers Party (LSDSP)",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Organisation For Human Rights in United Latvia",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Political alliance 'Centre'",,,"  ","Latvia",
"Political organisation 'Green and Farmer union'",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Political Union 'Dzimtene', Latvia Socialist Party",,,"  ","Latvia",
"The Peoples party",1755,"TP","People's Party  ","Latvia",
"'Saskanas centre'-'Harmony Centre'",1056,"SC","Harmony Centre  ","Latvia",
"'Tevzemei un Brivibai,LNNK'-Alliance 'For Fatherland and Freedom'",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Jaunais Laiks-New Era",1531,"JL","New Era  ","Latvia",
"Organisation For 'Human Rights in United Latvia'",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Party 'Tevzemes savieniba'-'Fatherlands Union'",,,"  ","Latvia",
"Party 'Visu Latvijai'-'All for Latvia'",506,"VL","All For Latvia!  ","Latvia",
"Political org. 'Green and Farmer Union'",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Political Union 'Dzimtene'-'Motherland'",897,"D","Motherland  ","Latvia",
"Union 'Latvias First Party' and 'Latvias Way'",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Political organisation ´Green and Farmer union´",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Alliance ´Tevzemei un Brivibai´/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Political Union,´Dzimtene´",897,"D","Motherland  ","Latvia",
"Saskanas centrs",1056,"SC","Harmony Centre  ","Latvia",
"Union ´Latvias First Party´ and ´Latvias Way´",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Party ´Tevzemes savieniba´",,,"  ","Latvia",
"Party ´Visu Latvijai´",506,"VL","All For Latvia!  ","Latvia",
"New Era, 'Jaunais Laiks'",1531,"JL","New Era  ","Latvia",
"Harmony Centre, Saskanas centre",1056,"SC","Harmony Centre  ","Latvia",
"Alliance for Fatherland and Freedom - LNNK, 'Tevzemei un Brivibai'",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Civic Union",415,"PS","Civic Union  ","Latvia",
"Latvian Social Democratic Workers Party - LSDSP",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Union Latvias First Party and Latvias Way",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Society for other Politics, 'Citai politikai'",627,"SCP","Society for Other Politics  ","Latvia",
"Organisation for Human Rights in United Latvia",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"National Force Union",,,"  ","Latvia",
"Party All for Latvia, 'Visu Latvijai'",506,"VL","All For Latvia!  ","Latvia",
"National Political organization 'Latviesu Latvija'",,,"  ","Latvia",
"Green and Farmer union",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Alliance for Fatherland and Freedom - LNNK, 'Tevzemei un Bri'",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"Union 'Latvia's First Party' and 'Latvia's Way'",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Union 'Citai politikai'",,,"  ","Latvia",
"Organisation 'For Human Rights in United Latvia'",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Party 'All for Latvia', 'Visu Latvijai'",506,"VL","All For Latvia!  ","Latvia",
"Greens and Peasants Union - ZZS",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Movement 'for 13th January'",,,"  ","Latvia",
"Harmony Centre, Saskanas Centre",1056,"SC","Harmony Centre  ","Latvia",
"Organisation For Human Rights in United Latvia - PCTVL",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Party 'All for Latvia', Alliance for Freedom and Fatherland -VL!-TB/LNNK",,,"  ","Latvia",
"Zatlers Reform Party",1476,"ZRP","Zatlers' Reform Party  ","Latvia",
"Popular Control/ Tautas kontrole",,,"  ","Latvia",
"For Latvia and Ventspils",,,"  ","Latvia",
"Union 'Latvias First Party' and 'Latvias Way' - LPP/LC",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"Inheritance of Fatherland",,,"  ","Latvia",
"The Union of Greens and Farmers - ZZS",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Unity - V",852,"V","Unity  ","Latvia",
"National Alliance 'All For Latvia!'  'For Fatherland and Freedom/LNNK' - NA'",7619,,"National Alliance  ","Latvia",
"Christian Democratic Union - KDS",304,"KDS","Christian Democratic Union  ","Latvia",
"Alliance of Political Parties 'Harmony Centre' - SC",1056,"SC","Harmony Centre  ","Latvia",
"Zatlers' Reform Party - ZRP",1476,"ZRP","Zatlers' Reform Party  ","Latvia",
"For Human Rights in United Latvia - PCTVL",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Freedom, Free from Fear, Hate and Anger",,,"  ","Latvia",
"lesers Reform Party - LPP/LC (Latvias First Party, Latvias Way)",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"People's Control - Tautas kontrole",,,"  ","Latvia",
"The Union of Greens and Farmers",701,"ZZS","Green and Farmers' Union  ","Latvia",
"National Alliance 'All For Latvia!' - 'For Fatherland and Fr",7619,,"National Alliance  ","Latvia",
"Association of Political Parties 'Harmony Centre'",1056,"SC","Harmony Centre  ","Latvia",
"Zatlers' Reform Party",1476,"ZRP","Zatlers' Reform Party  ","Latvia",
"Union 'For Human Rights in a United Latvia'",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Freedom. Free from Fear, Hate and Anger",,,"  ","Latvia",
"Latvia's First Party/Latvian Way",461,"LPP/LC","Latvian First Party / Latvian Way Party  ","Latvia",
"People's Control (Tautas kontrole)",,,"  ","Latvia",
"Party 'Unity'",852,"V","Unity  ","Latvia",
"National Alliance - 'All for Latvia!' - For Fatherland and F",7619,,"National Alliance  ","Latvia",
"Social-democratic party 'Harmony'",5976,"SDPS","Social Democratic Party ""Harmony""  ","Latvia",
"Party 'United for Latvia'",3195,"ViLa","United for Latvia  ","Latvia",
"For Latvia's development",,,"  ","Latvia",
"National Alliance ALL FOR LATVIA!-For Fatherland and Freedom/LNNK",7619,,"National Alliance  ","Latvia",
"Social-democratic party HARMONY",5976,"SDPS","Social Democratic Party ""Harmony""  ","Latvia",
"United for Latvia",3195,"ViLa","United for Latvia  ","Latvia",
"Latvia's Russian Union",5657,"LKS/RSL","Latvian Russian Union  ","Latvia",
"Savieniba Latvijas cels (LC) Alliance Latvias Way",1043,"LC","Latvian Way  ","Latvia",
"Latvijas Zemnieku savieniba (LZS) - Latvian Farmers Union",1702,"LZS","Latvian Farmers' Union  ","Latvia",
"Latvijas Liberala Partija (LLP)",,,"  ","Latvia",
"Latvijas Zemnieku savienibas/ Kristigo Latgale (LZS/KDS/LDP)",,,"  ","Latvia",
"Maznodrosinato politiska apvieniba",,,"  ","Latvia",
"Latvijas Vienibas partija (LVP)",373,"LVP","Latvian Unity Party  ","Latvia",
"Coal. Latvian Dem. Labor/ Soc-Dem Wkrs/Defense Defrauded Ppl",,,"  ","Latvia",
"Tautas Saskanas Partija (TSP)",1719,"TSP","National Harmony Party  ","Latvia",
"Latvijas Krievu pilsonu partija (LKPP)",75,"LKPP","Latvia’s Party of Russian Citizens  ","Latvia",
"Demokratiska Partija Saimnieks (DPS) - Democratic Party Master",19,"DPS","Democratic Party ""Saimnieks""  ","Latvia",
"Latvijas Socialistiska Partija (LSP)",588,"LSP","Socialist Party of Latvia  ","Latvia",
"Latvijas Nacionali demokratiska partija",,,"  ","Latvia",
"Partija Our Land un pretkomunistu apvieniba",,,"  ","Latvia",
"Tautas kustiba Latvijaj (Zigerista partija)",,,"  ","Latvia",
"Apvieniba Tevzemei un Brivibai (TB)",671,"TB","For Fatherland and Freedom  ","Latvia",
"Latvijas Tautas Front (LTF)",1315,"LTF","Popular Front of Latvia  ","Latvia",
"Tautsamnieku politiska apvieniba Tautsaimnieks",,,"  ","Latvia",
"Latvijas Nacionala Kons./Zala Part.LNNK/LZP(Electoral Union)",,,"  ","Latvia",
"Latgale Democratic Party (LDP)",,,,"Latvia",
"Communist Party",," "," ","Lebanon",
"Green Party",," "," ","Lebanon",
"lebanese unification movement",," "," ","Lebanon",
"free patriotic movement",2564,"FPM","Free Patriotic Movement","Lebanon",
"lebanese national movement (lnm)",," "," ","Lebanon",
"progressive socialist party",2565,"PSP","Progressive Socialist Party","Lebanon",
"lebanese communist party",," "," ","Lebanon",
"syrian social nationalist party",3236,"SSNP","Syrian Social Nationalist Party","Lebanon",
"the lebanese forces",3235,"LF","Lebanese Forces","Lebanon",
"el marada movement",3166,"MM","Marada Movement","Lebanon",
"current for the future (tayyar al-mustaqbal)",2562,"FM","Future Movement","Lebanon",
"amal movement (harakat amal)",3165,"Amal","Amal Movement","Lebanon",
"baath arab socialist party",8940,"ASBP-L","Arab Socialist Ba'ath Party in Lebanon","Lebanon",
"dashnak party (armenian revolutionary federation)",," "," ","Lebanon",
"kataeb party",2566,"Kateab","Lebanese Phalanges Party","Lebanon",
"hizbollah",3238,"Hizb","Hezbollah","Lebanon",
"national liberal party (nlp)",6391,"NLP","National Liberal Party","Lebanon",
"popular nasserite organization",," "," ","Lebanon",
"lebanese democratic movement",," "," ","Lebanon",
"ramgavar party",," "," ","Lebanon",
"national dialogue party",," "," ","Lebanon",
"national bloc",4741,"NB","National Bloc","Lebanon",
"islamic charitable projects association",," "," ","Lebanon",
"union party",4742,"CU","Constitutionalist Union / Party of Constitutionalist Union","Lebanon",
"arab liberation party",8351,"ALP","Arab Liberation Party","Lebanon",
"avant garde social democratic party (pads)",," "," ","Lebanon",
"Arab Socialist Ba'ath Party",8940,"ASBP-L","Arab Socialist Ba'ath Party in Lebanon","Lebanon",
"Free Patriotic Movement",2564,"FPM","Free Patriotic Movement","Lebanon",
"Progressive Socialist Party",2565,"PSP","Progressive Socialist Party","Lebanon",
"Communist",," "," ","Lebanon",
"Syrian Social Nationalist Party",3236,"SSNP","Syrian Social Nationalist Party","Lebanon",
"Lebanese Forces",3235,"LF","Lebanese Forces","Lebanon",
"El Marada",3166,"MM","Marada Movement","Lebanon",
"Future Movement",2562,"FM","Future Movement","Lebanon",
"Amal Movement",3165,"Amal","Amal Movement","Lebanon",
"Tashnag",," "," ","Lebanon",
"Kataeb Party (Phalange)",2566,"Kateab","Lebanese Phalanges Party","Lebanon",
"Hezbollah",3238,"Hizb","Hezbollah","Lebanon",
"National Liberal Party",6391,"NLP","National Liberal Party","Lebanon",
